campaign_id,advertiser_id,objective,start_date,end_date
CMP00904,ADV0101,Conversions,2024-08-08,2024-10-31
CMP00905,ADV0101,Traffic,2024-11-14,2025-01-14
CMP00906,ADV0101,Conversions,2025-01-22,2025-06-07
CMP00907,ADV0101,Video Views,2025-06-16,2025-10-15
CMP00908,ADV0101,Conversions,2025-10-30,2025-11-23
CMP00909,ADV0101,App Installs,2024-07-01,2024-09-23
CMP00910,ADV0101,Traffic,2024-09-24,2025-01-24
CMP00911,ADV0101,Conversions,2025-02-03,2025-05-18
CMP00912,ADV0101,Video Views,2025-05-23,2025-09-02
CMP00913,ADV0101,Conversions,2025-09-06,2025-10-29
CMP00914,ADV0101,Video Views,2025-11-15,2025-11-23
CMP00915,ADV0102,Video Views,2024-07-01,2024-08-30
CMP00916,ADV0103,Conversions,2024-07-01,2024-07-31
CMP00917,ADV0103,Conversions,2024-08-01,2024-12-01
CMP00918,ADV0103,App Installs,2024-12-14,2025-03-26
CMP00919,ADV0103,Traffic,2025-04-04,2025-06-12
CMP00920,ADV0104,Conversions,2024-07-01,2024-07-21
CMP00921,ADV0104,App Installs,2024-08-06,2024-12-04
CMP00922,ADV0104,Video Views,2024-12-07,2025-04-06
CMP00923,ADV0104,App Installs,2025-04-19,2025-07-02
CMP00924,ADV0104,Video Views,2024-07-01,2024-09-28
CMP00925,ADV0104,Conversions,2024-09-30,2025-02-26
CMP00926,ADV0104,App Installs,2025-03-03,2025-06-20
CMP00927,ADV0104,App Installs,2025-06-24,2025-07-13
CMP00928,ADV0105,Conversions,2024-07-01,2024-08-31
CMP00929,ADV0105,Video Views,2024-09-12,2025-01-02
CMP00930,ADV0105,Conversions,2025-01-03,2025-06-08
CMP00931,ADV0105,Traffic,2025-06-11,2025-09-30
CMP00932,ADV0105,App Installs,2025-10-16,2025-12-05
CMP00933,ADV0106,Traffic,2024-07-01,2024-09-09
CMP00934,ADV0106,Conversions,2024-09-10,2025-01-25
CMP00935,ADV0106,Conversions,2025-01-31,2025-05-04
CMP00936,ADV0106,Video Views,2025-05-12,2025-07-11
CMP00937,ADV0106,Conversions,2025-07-24,2025-09-21
CMP00938,ADV0106,Conversions,2025-10-03,2025-12-31
CMP00939,ADV0106,Conversions,2024-07-01,2024-08-29
CMP00940,ADV0106,Traffic,2024-09-13,2024-11-10
CMP00941,ADV0106,Traffic,2024-11-14,2025-02-01
CMP00942,ADV0106,Conversions,2025-02-13,2025-07-07
CMP00943,ADV0106,Traffic,2025-07-11,2025-11-30
CMP00944,ADV0106,Video Views,2025-12-11,2025-12-31
CMP00945,ADV0107,Traffic,2024-07-01,2024-07-10
CMP00946,ADV0107,Conversions,2024-07-15,2024-09-17
CMP00947,ADV0107,Conversions,2024-09-22,2024-12-21
CMP00948,ADV0107,Video Views,2025-01-07,2025-05-01
CMP00949,ADV0107,Traffic,2025-05-13,2025-08-09
CMP00950,ADV0107,Video Views,2025-08-22,2025-10-15
CMP00951,ADV0107,Conversions,2025-10-18,2025-12-02
CMP00952,ADV0107,Conversions,2025-12-09,2025-12-31
CMP00953,ADV0107,App Installs,2024-07-10,2024-10-01
CMP00954,ADV0107,App Installs,2024-10-14,2025-01-27
CMP00955,ADV0107,Traffic,2025-02-03,2025-06-21
CMP00956,ADV0107,Conversions,2025-06-25,2025-10-05
CMP00957,ADV0107,App Installs,2025-10-18,2025-12-09
CMP00958,ADV0107,Conversions,2025-12-16,2025-12-31
CMP00959,ADV0108,App Installs,2024-07-01,2024-08-01
CMP00960,ADV0108,Video Views,2024-08-09,2024-11-03
CMP00961,ADV0108,Conversions,2024-11-10,2024-12-28
CMP00962,ADV0109,Conversions,2024-07-16,2024-09-05
CMP00963,ADV0109,Traffic,2024-09-12,2024-12-08
CMP00964,ADV0109,Traffic,2024-07-01,2024-09-17
CMP00965,ADV0109,App Installs,2024-09-24,2024-12-07
CMP00966,ADV0109,App Installs,2024-12-21,2024-12-28
CMP00967,ADV0110,App Installs,2024-07-01,2024-09-27
CMP00968,ADV0110,App Installs,2024-10-01,2024-12-13
CMP00969,ADV0110,Reach,2024-12-16,2025-03-21
CMP00970,ADV0110,App Installs,2025-03-24,2025-09-01
CMP00971,ADV0110,Reach,2025-09-11,2025-10-26
CMP00972,ADV0110,App Installs,2025-10-30,2025-12-31
CMP00973,ADV0110,Conversions,2024-07-05,2024-11-10
CMP00974,ADV0110,Video Views,2024-11-14,2025-03-08
CMP00975,ADV0110,Conversions,2025-03-25,2025-08-13
CMP00976,ADV0110,Conversions,2025-08-22,2025-12-31
CMP00977,ADV0111,Conversions,2024-07-11,2024-10-11
CMP00978,ADV0111,App Installs,2024-10-11,2025-01-06
CMP00979,ADV0111,Conversions,2025-01-22,2025-06-25
CMP00980,ADV0111,Reach,2025-07-05,2025-08-20
CMP00981,ADV0111,Traffic,2025-09-03,2025-12-04
CMP00982,ADV0111,App Installs,2025-12-12,2025-12-31
CMP00983,ADV0111,App Installs,2024-07-01,2024-09-05
CMP00984,ADV0111,Conversions,2024-09-20,2024-11-13
CMP00985,ADV0111,Video Views,2024-11-15,2025-01-29
CMP00986,ADV0111,Reach,2025-02-05,2025-05-09
CMP00987,ADV0111,Video Views,2025-05-23,2025-08-24
CMP00988,ADV0111,Conversions,2025-09-02,2025-12-02
CMP00989,ADV0111,Reach,2025-12-13,2025-12-31
CMP00990,ADV0111,App Installs,2024-07-10,2024-09-19
CMP00991,ADV0111,Video Views,2024-09-20,2025-01-19
CMP00992,ADV0111,Reach,2025-01-29,2025-03-22
CMP00993,ADV0111,Traffic,2025-03-30,2025-06-12
CMP00994,ADV0111,Traffic,2025-06-29,2025-12-02
CMP00995,ADV0111,Conversions,2025-12-10,2025-12-31
CMP00996,ADV0112,Traffic,2024-07-01,2024-08-06
CMP00997,ADV0112,Reach,2024-08-06,2024-12-23
CMP00998,ADV0112,App Installs,2024-12-24,2025-03-02
CMP00999,ADV0112,App Installs,2025-03-03,2025-06-06
CMP01000,ADV0112,Conversions,2025-06-12,2025-08-30
CMP01001,ADV0112,App Installs,2024-07-02,2024-10-11
CMP01002,ADV0112,Traffic,2024-10-22,2025-04-02
CMP01003,ADV0112,Traffic,2025-04-15,2025-06-12
CMP01004,ADV0112,Conversions,2025-06-24,2025-08-30
CMP01005,ADV0113,Conversions,2024-07-01,2024-10-18
CMP01006,ADV0113,App Installs,2024-11-03,2025-01-31
CMP01007,ADV0113,Traffic,2025-02-17,2025-04-24
CMP01008,ADV0113,Traffic,2025-04-28,2025-06-17
CMP01009,ADV0113,Conversions,2025-06-18,2025-09-23
CMP01010,ADV0113,Conversions,2025-09-28,2025-12-31
CMP01011,ADV0113,Video Views,2024-07-01,2024-09-05
CMP01012,ADV0113,Conversions,2024-09-12,2025-01-08
CMP01013,ADV0113,Video Views,2025-01-10,2025-04-11
CMP01014,ADV0113,Conversions,2025-04-28,2025-06-23
CMP01015,ADV0113,Conversions,2025-07-04,2025-12-03
CMP01016,ADV0113,Conversions,2025-12-18,2025-12-31
CMP01017,ADV0113,Conversions,2024-07-01,2024-09-20
CMP01018,ADV0113,Conversions,2024-09-23,2025-02-17
CMP01019,ADV0113,Conversions,2025-03-02,2025-07-11
CMP01020,ADV0113,Conversions,2025-07-23,2025-12-05
CMP01021,ADV0113,Conversions,2025-12-17,2025-12-31
CMP01022,ADV0114,App Installs,2024-07-01,2024-07-27
CMP01023,ADV0114,App Installs,2024-08-10,2024-11-01
CMP01024,ADV0114,Reach,2024-11-08,2025-01-20
CMP01025,ADV0114,Traffic,2025-02-06,2025-06-28
CMP01026,ADV0114,Conversions,2025-07-02,2025-09-27
CMP01027,ADV0114,Traffic,2025-10-03,2025-12-23
CMP01028,ADV0115,Conversions,2024-07-01,2024-07-17
CMP01029,ADV0115,Conversions,2024-07-21,2024-10-04
CMP01030,ADV0115,Conversions,2024-10-14,2024-12-31
CMP01031,ADV0115,App Installs,2025-01-17,2025-04-01
CMP01032,ADV0115,Video Views,2025-04-10,2025-08-24
CMP01033,ADV0115,App Installs,2025-08-28,2025-11-03
CMP01034,ADV0115,Conversions,2025-11-06,2025-12-31
CMP01035,ADV0115,Video Views,2024-07-01,2024-10-20
CMP01036,ADV0115,Video Views,2024-10-28,2024-12-13
CMP01037,ADV0115,Conversions,2024-12-26,2025-04-19
CMP01038,ADV0115,Video Views,2025-05-06,2025-09-28
CMP01039,ADV0115,App Installs,2025-09-30,2025-12-31
CMP01040,ADV0115,Traffic,2024-07-01,2024-09-06
CMP01041,ADV0115,Conversions,2024-09-12,2025-02-14
CMP01042,ADV0115,Conversions,2025-02-17,2025-07-18
CMP01043,ADV0115,App Installs,2025-07-21,2025-10-23
CMP01044,ADV0115,App Installs,2025-10-30,2025-12-31
CMP01045,ADV0115,Video Views,2024-07-01,2024-09-06
CMP01046,ADV0115,Conversions,2024-09-15,2024-11-06
CMP01047,ADV0115,Conversions,2024-11-08,2025-03-11
CMP01048,ADV0115,App Installs,2025-03-17,2025-06-02
CMP01049,ADV0115,App Installs,2025-06-09,2025-11-19
CMP01050,ADV0115,Traffic,2025-12-02,2025-12-31
CMP01051,ADV0116,Conversions,2024-07-01,2024-07-17
CMP01052,ADV0116,Traffic,2024-07-19,2024-09-07
CMP01053,ADV0116,Reach,2024-09-07,2025-02-06
CMP01054,ADV0116,Traffic,2025-02-23,2025-06-10
CMP01055,ADV0116,Traffic,2025-06-27,2025-08-25
CMP01056,ADV0117,Conversions,2024-07-01,2024-07-26
CMP01057,ADV0117,Video Views,2024-07-29,2024-12-21
CMP01058,ADV0117,Conversions,2025-01-01,2025-04-11
CMP01059,ADV0117,Video Views,2025-04-23,2025-06-05
CMP01060,ADV0117,Conversions,2024-07-01,2024-08-22
CMP01061,ADV0117,Traffic,2024-09-01,2025-02-05
CMP01062,ADV0117,Traffic,2025-02-06,2025-06-05
CMP01063,ADV0118,App Installs,2024-07-01,2024-08-17
CMP01064,ADV0118,Conversions,2024-08-25,2024-12-25
CMP01065,ADV0118,Conversions,2025-01-05,2025-05-01
CMP01066,ADV0118,Traffic,2025-05-10,2025-10-18
CMP01067,ADV0118,App Installs,2024-07-01,2024-07-12
CMP01068,ADV0118,Conversions,2024-07-22,2024-09-10
CMP01069,ADV0118,Traffic,2024-09-27,2024-11-22
CMP01070,ADV0118,Conversions,2024-11-30,2025-02-23
CMP01071,ADV0118,Conversions,2025-03-02,2025-05-24
CMP01072,ADV0118,Video Views,2025-05-26,2025-09-18
CMP01073,ADV0118,Conversions,2025-09-23,2025-10-24
CMP01074,ADV0119,Conversions,2024-07-13,2024-09-16
CMP01075,ADV0119,Traffic,2024-09-21,2025-01-25
CMP01076,ADV0119,App Installs,2025-02-11,2025-06-26
CMP01077,ADV0120,Video Views,2024-07-01,2024-07-31
CMP01078,ADV0120,Conversions,2024-08-05,2024-10-18
CMP01079,ADV0120,App Installs,2024-11-04,2024-12-28
CMP01080,ADV0120,Traffic,2024-07-02,2024-08-30
CMP01081,ADV0120,Conversions,2024-09-08,2024-11-10
CMP01082,ADV0120,Conversions,2024-11-18,2024-12-28
CMP01083,ADV0121,Video Views,2024-07-01,2024-09-28
CMP01084,ADV0121,App Installs,2024-09-29,2024-12-26
CMP01085,ADV0121,Traffic,2025-01-05,2025-05-13
CMP01086,ADV0121,Traffic,2025-05-30,2025-08-10
CMP01087,ADV0121,Conversions,2025-08-11,2025-10-24
CMP01088,ADV0121,Video Views,2024-07-01,2024-09-11
CMP01089,ADV0121,Conversions,2024-09-25,2025-03-05
CMP01090,ADV0121,Video Views,2025-03-06,2025-04-22
CMP01091,ADV0121,Reach,2025-05-09,2025-08-09
CMP01092,ADV0121,Traffic,2025-08-12,2025-10-24
CMP01093,ADV0121,App Installs,2024-07-01,2024-07-24
CMP01094,ADV0121,Conversions,2024-07-24,2024-12-29
CMP01095,ADV0121,Video Views,2025-01-08,2025-05-27
CMP01096,ADV0121,Conversions,2025-06-11,2025-09-13
CMP01097,ADV0121,App Installs,2025-09-13,2025-10-24
CMP01098,ADV0122,App Installs,2024-07-01,2024-07-21
CMP01099,ADV0122,Video Views,2024-07-25,2024-08-30
CMP01100,ADV0122,Traffic,2024-07-08,2024-08-30
CMP01101,ADV0123,Conversions,2024-07-01,2024-09-03
CMP01102,ADV0123,Traffic,2024-09-16,2024-12-20
CMP01103,ADV0123,App Installs,2025-01-04,2025-03-29
CMP01104,ADV0123,Video Views,2025-04-02,2025-06-26
CMP01105,ADV0124,Traffic,2024-07-01,2024-10-10
CMP01106,ADV0124,Conversions,2024-10-22,2025-02-12
CMP01107,ADV0124,Video Views,2025-02-23,2025-03-28
CMP01108,ADV0124,Reach,2024-07-01,2024-10-06
CMP01109,ADV0124,Reach,2024-10-20,2025-01-29
CMP01110,ADV0124,Video Views,2025-02-09,2025-03-28
CMP01111,ADV0125,Conversions,2024-07-01,2024-07-19
CMP01112,ADV0125,Conversions,2024-08-01,2024-11-02
CMP01113,ADV0125,Conversions,2024-11-11,2025-02-07
CMP01114,ADV0125,Conversions,2025-02-15,2025-04-01
CMP01115,ADV0125,Conversions,2025-04-16,2025-07-19
CMP01116,ADV0125,Video Views,2025-07-20,2025-09-20
CMP01117,ADV0125,Conversions,2024-07-01,2024-08-12
CMP01118,ADV0125,Video Views,2024-08-21,2025-01-27
CMP01119,ADV0125,App Installs,2025-02-10,2025-06-20
CMP01120,ADV0125,Video Views,2025-06-28,2025-09-20
CMP01121,ADV0126,Reach,2024-07-01,2024-07-19
CMP01122,ADV0126,Reach,2024-07-01,2024-07-31
CMP01123,ADV0127,Video Views,2024-07-01,2024-10-07
CMP01124,ADV0127,Conversions,2024-10-15,2024-12-07
CMP01125,ADV0127,Video Views,2024-12-15,2025-02-13
CMP01126,ADV0127,Conversions,2025-02-15,2025-05-16
CMP01127,ADV0127,App Installs,2024-07-01,2024-09-06
CMP01128,ADV0127,App Installs,2024-09-20,2024-12-26
CMP01129,ADV0127,Video Views,2024-12-26,2025-03-01
CMP01130,ADV0127,Video Views,2025-03-12,2025-05-16
CMP01131,ADV0128,Video Views,2024-07-01,2024-09-24
CMP01132,ADV0128,Traffic,2024-10-09,2025-02-12
CMP01133,ADV0128,Traffic,2025-02-19,2025-04-07
CMP01134,ADV0128,Video Views,2025-04-08,2025-05-25
CMP01135,ADV0128,Traffic,2025-05-31,2025-09-22
CMP01136,ADV0128,Conversions,2025-09-27,2025-12-31
CMP01137,ADV0128,Video Views,2024-07-01,2024-08-27
CMP01138,ADV0128,Video Views,2024-09-04,2024-11-30
CMP01139,ADV0128,Traffic,2024-11-30,2025-05-05
CMP01140,ADV0128,App Installs,2025-05-14,2025-08-21
CMP01141,ADV0128,Conversions,2025-08-25,2025-10-19
CMP01142,ADV0128,Conversions,2025-10-20,2025-12-08
CMP01143,ADV0128,Conversions,2025-12-08,2025-12-31
CMP01144,ADV0129,Conversions,2024-07-01,2024-07-30
CMP01145,ADV0129,Traffic,2024-08-01,2024-09-18
CMP01146,ADV0129,Traffic,2024-09-29,2024-12-18
CMP01147,ADV0129,Traffic,2024-12-20,2025-04-27
CMP01148,ADV0129,Conversions,2025-05-07,2025-08-29
CMP01149,ADV0129,Video Views,2025-09-02,2025-10-20
CMP01150,ADV0129,Conversions,2025-11-03,2025-12-31
CMP01151,ADV0129,Traffic,2024-07-01,2024-08-18
CMP01152,ADV0129,Conversions,2024-09-04,2024-11-09
CMP01153,ADV0129,Conversions,2024-11-17,2025-04-23
CMP01154,ADV0129,Video Views,2025-05-02,2025-08-08
CMP01155,ADV0129,Traffic,2025-08-11,2025-10-19
CMP01156,ADV0129,Traffic,2025-11-04,2025-12-31
CMP01157,ADV0129,Conversions,2024-07-01,2024-09-14
CMP01158,ADV0129,Traffic,2024-09-16,2024-12-07
CMP01159,ADV0129,Traffic,2024-12-18,2025-04-19
CMP01160,ADV0129,Conversions,2025-05-05,2025-08-10
CMP01161,ADV0129,Reach,2025-08-14,2025-10-18
CMP01162,ADV0129,Conversions,2025-11-03,2025-12-31
CMP01163,ADV0130,Video Views,2024-07-20,2024-09-16
CMP01164,ADV0130,Reach,2024-09-23,2024-11-19
CMP01165,ADV0130,Conversions,2024-11-28,2025-02-19
CMP01166,ADV0130,Conversions,2025-02-25,2025-07-23
CMP01167,ADV0130,Reach,2025-07-26,2025-10-16
CMP01168,ADV0130,App Installs,2025-10-31,2025-12-31
CMP01169,ADV0130,Traffic,2024-07-10,2024-10-04
CMP01170,ADV0130,Conversions,2024-10-06,2025-02-13
CMP01171,ADV0130,Conversions,2025-03-01,2025-05-14
CMP01172,ADV0130,App Installs,2025-05-31,2025-08-06
CMP01173,ADV0130,App Installs,2025-08-20,2025-10-30
CMP01174,ADV0130,Traffic,2025-11-03,2025-12-18
CMP01175,ADV0130,Traffic,2025-12-23,2025-12-31
CMP01176,ADV0130,Traffic,2024-07-01,2024-07-18
CMP01177,ADV0130,Traffic,2024-07-25,2024-11-01
CMP01178,ADV0130,Conversions,2024-11-08,2025-03-30
CMP01179,ADV0130,Traffic,2025-04-14,2025-06-16
CMP01180,ADV0130,Traffic,2025-06-25,2025-11-12
CMP01181,ADV0130,Video Views,2025-11-20,2025-12-31
CMP01182,ADV0131,Traffic,2024-07-01,2024-07-12
CMP01183,ADV0131,Conversions,2024-07-27,2024-09-27
CMP01184,ADV0131,App Installs,2024-10-09,2025-01-10
CMP01185,ADV0131,App Installs,2025-01-25,2025-04-05
CMP01186,ADV0132,Traffic,2024-07-01,2024-08-02
CMP01187,ADV0132,Traffic,2024-08-11,2024-10-29
CMP01188,ADV0132,Video Views,2024-07-01,2024-09-18
CMP01189,ADV0132,Video Views,2024-09-30,2024-10-29
CMP01190,ADV0133,Traffic,2024-07-01,2024-08-15
CMP01191,ADV0133,Conversions,2024-08-24,2024-11-05
CMP01192,ADV0133,Conversions,2024-11-11,2025-04-12
CMP01193,ADV0133,Video Views,2025-04-14,2025-06-09
CMP01194,ADV0133,Conversions,2025-06-09,2025-11-19
CMP01195,ADV0133,Conversions,2025-12-04,2025-12-31
CMP01196,ADV0133,Conversions,2024-07-01,2024-09-11
CMP01197,ADV0133,Conversions,2024-09-13,2024-10-30
CMP01198,ADV0133,Reach,2024-11-08,2025-04-08
CMP01199,ADV0133,Traffic,2025-04-20,2025-07-01
CMP01200,ADV0133,Conversions,2025-07-04,2025-09-28
CMP01201,ADV0133,App Installs,2025-10-05,2025-12-07
CMP01202,ADV0133,Conversions,2025-12-21,2025-12-31
CMP01203,ADV0134,Video Views,2024-07-01,2024-10-15
CMP01204,ADV0134,Conversions,2024-10-19,2025-02-20
CMP01205,ADV0135,Traffic,2024-07-01,2024-07-09
CMP01206,ADV0135,Video Views,2024-07-13,2024-09-29
CMP01207,ADV0135,Reach,2024-07-01,2024-08-14
CMP01208,ADV0135,Conversions,2024-08-16,2024-09-29
CMP01209,ADV0135,Conversions,2024-07-01,2024-09-29
CMP01210,ADV0136,App Installs,2024-07-01,2024-07-31
CMP01211,ADV0136,Conversions,2024-08-08,2024-10-15
CMP01212,ADV0136,Video Views,2024-10-19,2025-01-17
CMP01213,ADV0136,App Installs,2025-01-18,2025-06-17
CMP01214,ADV0136,Conversions,2025-07-02,2025-09-23
CMP01215,ADV0137,App Installs,2024-07-01,2024-07-21
CMP01216,ADV0137,Conversions,2024-07-30,2024-11-15
CMP01217,ADV0137,App Installs,2024-11-30,2025-02-12
CMP01218,ADV0137,Traffic,2025-02-23,2025-06-26
CMP01219,ADV0138,Reach,2024-07-01,2024-08-16
CMP01220,ADV0138,Conversions,2024-08-18,2024-11-29
CMP01221,ADV0138,Conversions,2024-12-05,2025-03-17
CMP01222,ADV0138,Traffic,2025-03-19,2025-05-27
CMP01223,ADV0138,App Installs,2024-07-01,2024-07-20
CMP01224,ADV0138,Reach,2024-08-01,2024-10-30
CMP01225,ADV0138,Video Views,2024-11-01,2025-04-11
CMP01226,ADV0138,App Installs,2025-04-15,2025-05-27
CMP01227,ADV0139,Video Views,2024-07-10,2024-10-24
CMP01228,ADV0139,Conversions,2024-11-08,2025-04-09
CMP01229,ADV0139,Traffic,2025-04-26,2025-05-19
CMP01230,ADV0140,App Installs,2024-07-01,2024-07-08
CMP01231,ADV0140,Conversions,2024-07-08,2024-10-28
CMP01232,ADV0140,Conversions,2024-11-03,2025-01-05
CMP01233,ADV0140,Conversions,2025-01-11,2025-06-06
CMP01234,ADV0140,Conversions,2025-06-11,2025-11-01
CMP01235,ADV0140,Traffic,2024-07-01,2024-07-18
CMP01236,ADV0140,App Installs,2024-07-28,2024-10-06
CMP01237,ADV0140,Conversions,2024-10-23,2025-01-18
CMP01238,ADV0140,Conversions,2025-01-31,2025-06-29
CMP01239,ADV0140,App Installs,2025-07-13,2025-11-01
CMP01240,ADV0141,Reach,2024-07-01,2024-10-18
CMP01241,ADV0141,Conversions,2024-10-26,2025-02-19
CMP01242,ADV0141,Traffic,2025-02-19,2025-03-29
CMP01243,ADV0141,Conversions,2024-07-15,2024-10-02
CMP01244,ADV0141,Video Views,2024-10-10,2025-01-13
CMP01245,ADV0141,Conversions,2025-01-16,2025-03-29
CMP01246,ADV0141,Reach,2024-07-01,2024-07-24
CMP01247,ADV0141,Video Views,2024-08-02,2024-11-08
CMP01248,ADV0141,Conversions,2024-11-09,2025-02-08
CMP01249,ADV0141,Traffic,2025-02-14,2025-03-29
CMP01250,ADV0141,Traffic,2024-07-01,2024-11-06
CMP01251,ADV0141,Conversions,2024-11-19,2025-01-09
CMP01252,ADV0141,Video Views,2025-01-21,2025-03-29
CMP01253,ADV0142,App Installs,2024-07-01,2024-08-25
CMP01254,ADV0142,Reach,2024-09-09,2025-01-28
CMP01255,ADV0142,Video Views,2025-01-30,2025-07-13
CMP01256,ADV0142,App Installs,2025-07-15,2025-10-12
CMP01257,ADV0142,Traffic,2025-10-26,2025-11-28
CMP01258,ADV0143,Conversions,2024-07-01,2024-08-06
CMP01259,ADV0143,Video Views,2024-08-21,2024-10-19
CMP01260,ADV0143,App Installs,2024-10-29,2025-02-21
CMP01261,ADV0143,Traffic,2025-03-07,2025-06-27
CMP01262,ADV0143,Traffic,2024-07-01,2024-08-29
CMP01263,ADV0143,Conversions,2024-09-09,2024-12-07
CMP01264,ADV0143,Reach,2024-12-14,2025-04-29
CMP01265,ADV0143,Video Views,2025-05-07,2025-06-27
CMP01266,ADV0144,Video Views,2024-07-01,2024-10-06
CMP01267,ADV0144,App Installs,2024-10-23,2025-02-09
CMP01268,ADV0144,Conversions,2025-02-20,2025-07-09
CMP01269,ADV0144,Video Views,2025-07-09,2025-10-14
CMP01270,ADV0144,Video Views,2025-10-27,2025-12-31
CMP01271,ADV0144,Conversions,2024-07-01,2024-11-20
CMP01272,ADV0144,App Installs,2024-11-29,2025-01-26
CMP01273,ADV0144,App Installs,2025-02-02,2025-07-13
CMP01274,ADV0144,Conversions,2025-07-29,2025-12-23
CMP01275,ADV0144,Conversions,2025-12-23,2025-12-31
CMP01276,ADV0144,App Installs,2024-07-01,2024-09-26
CMP01277,ADV0144,Conversions,2024-10-12,2024-11-27
CMP01278,ADV0144,Traffic,2024-12-11,2025-05-08
CMP01279,ADV0144,Reach,2025-05-18,2025-07-18
CMP01280,ADV0144,Conversions,2025-07-29,2025-11-20
CMP01281,ADV0144,Traffic,2025-12-01,2025-12-31
CMP01282,ADV0144,App Installs,2024-07-01,2024-11-02
CMP01283,ADV0144,Reach,2024-11-08,2025-03-15
CMP01284,ADV0144,Traffic,2025-04-01,2025-07-11
CMP01285,ADV0144,Conversions,2025-07-12,2025-09-11
CMP01286,ADV0144,Conversions,2025-09-24,2025-11-15
CMP01287,ADV0144,Video Views,2025-11-24,2025-12-31
CMP01288,ADV0144,Traffic,2024-07-01,2024-07-15
CMP01289,ADV0144,App Installs,2024-07-17,2024-10-06
CMP01290,ADV0144,Traffic,2024-10-19,2025-03-02
CMP01291,ADV0144,Traffic,2025-03-14,2025-06-10
CMP01292,ADV0144,Conversions,2025-06-25,2025-10-16
CMP01293,ADV0144,Video Views,2025-10-23,2025-12-12
CMP01294,ADV0144,Video Views,2025-12-19,2025-12-31
CMP01295,ADV0145,Conversions,2024-07-01,2024-09-10
CMP01296,ADV0145,Conversions,2024-09-10,2024-12-06
CMP01297,ADV0145,App Installs,2024-12-19,2025-04-13
CMP01298,ADV0145,Reach,2025-04-28,2025-07-18
CMP01299,ADV0145,Traffic,2025-07-24,2025-11-16
CMP01300,ADV0145,Conversions,2025-11-22,2025-12-31
CMP01301,ADV0145,Video Views,2024-07-01,2024-09-07
CMP01302,ADV0145,Reach,2024-09-19,2025-02-11
CMP01303,ADV0145,Conversions,2025-02-18,2025-04-20
CMP01304,ADV0145,Conversions,2025-04-28,2025-07-14
CMP01305,ADV0145,Video Views,2025-07-24,2025-09-17
CMP01306,ADV0145,Video Views,2025-09-20,2025-12-31
CMP01307,ADV0146,Conversions,2024-07-04,2024-12-01
CMP01308,ADV0146,Traffic,2024-12-04,2025-01-31
CMP01309,ADV0146,App Installs,2025-02-08,2025-04-27
CMP01310,ADV0146,App Installs,2024-07-01,2024-10-26
CMP01311,ADV0146,Video Views,2024-11-01,2025-03-17
CMP01312,ADV0146,Video Views,2025-03-24,2025-04-27
CMP01313,ADV0146,App Installs,2024-07-01,2024-11-17
CMP01314,ADV0146,Video Views,2024-11-24,2025-04-27
CMP01315,ADV0146,Reach,2024-07-01,2024-08-30
CMP01316,ADV0146,Reach,2024-08-31,2024-11-24
CMP01317,ADV0146,App Installs,2024-11-29,2025-04-27
CMP01318,ADV0146,Conversions,2024-07-01,2024-09-19
CMP01319,ADV0146,Traffic,2024-10-06,2025-02-17
CMP01320,ADV0146,Traffic,2025-03-04,2025-04-27
CMP01321,ADV0147,Traffic,2024-07-01,2024-08-30
CMP01322,ADV0148,Conversions,2024-07-01,2024-08-12
CMP01323,ADV0148,Traffic,2024-08-15,2024-10-16
CMP01324,ADV0148,Conversions,2024-10-16,2025-01-03
CMP01325,ADV0148,Traffic,2025-01-10,2025-06-03
CMP01326,ADV0148,Traffic,2025-06-04,2025-11-15
CMP01327,ADV0148,Conversions,2025-11-16,2025-12-31
CMP01328,ADV0148,App Installs,2024-07-01,2024-07-19
CMP01329,ADV0148,Conversions,2024-07-31,2024-09-18
CMP01330,ADV0148,Conversions,2024-09-27,2025-02-05
CMP01331,ADV0148,Conversions,2025-02-08,2025-06-01
CMP01332,ADV0148,Reach,2025-06-14,2025-07-31
CMP01333,ADV0148,Conversions,2025-08-01,2025-12-31
CMP01334,ADV0148,Reach,2024-07-01,2024-11-15
CMP01335,ADV0148,App Installs,2024-11-22,2025-01-26
CMP01336,ADV0148,Video Views,2025-02-12,2025-07-11
CMP01337,ADV0148,App Installs,2025-07-13,2025-10-21
CMP01338,ADV0148,Conversions,2025-10-30,2025-12-31
CMP01339,ADV0149,App Installs,2024-07-10,2024-10-13
CMP01340,ADV0149,Reach,2024-10-20,2024-12-13
CMP01341,ADV0149,Conversions,2024-12-15,2025-01-24
CMP01342,ADV0149,Video Views,2024-07-01,2024-11-24
CMP01343,ADV0149,Video Views,2024-11-28,2025-01-24
CMP01344,ADV0150,Video Views,2024-07-01,2024-08-24
CMP01345,ADV0150,Traffic,2024-09-01,2024-11-08
CMP01346,ADV0150,Conversions,2024-11-16,2025-02-18
CMP01347,ADV0150,Traffic,2024-07-01,2024-07-25
CMP01348,ADV0150,Video Views,2024-08-01,2024-10-28
CMP01349,ADV0150,Conversions,2024-11-11,2025-01-09
CMP01350,ADV0150,Conversions,2025-01-17,2025-02-18
CMP01351,ADV0150,Video Views,2024-07-01,2024-08-23
CMP01352,ADV0150,Conversions,2024-08-25,2024-11-27
CMP01353,ADV0150,Conversions,2024-11-29,2025-01-17
CMP01354,ADV0150,Traffic,2025-02-02,2025-02-18
